"BehaviorSpace results (NetLogo 6.3.0)"
"trabalhoIAA.nlogo"
"teste1"
"10/20/2023 10:58:20:622 +0100"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-16","16","-16","16"
"[run number]","percC","percV","percA","tempo_descanso","penergH","energiaAlimento","nhienas","qenergia","penergL","nleao","[step]","count turtles","count leoes","count hienas"
"8","5","2","5","50","0.5","26","40","100","0.5","40","8","75","39","36"
"4","5","2","5","50","0.5","26","40","100","0.5","40","8","75","38","37"
"6","5","2","5","50","0.5","26","40","100","0.5","40","8","73","38","35"
"2","5","2","5","50","0.5","26","40","100","0.5","40","8","77","40","37"
"9","5","2","5","50","0.5","26","40","100","0.5","40","9","66","37","29"
"7","5","2","5","50","0.5","26","40","100","0.5","40","8","76","39","37"
"10","5","2","5","50","0.5","26","40","100","0.5","40","9","77","39","38"
"3","5","2","5","50","0.5","26","40","100","0.5","40","10","71","37","34"
"4","5","2","5","50","0.5","26","40","100","0.5","40","9","75","38","37"
"8","5","2","5","50","0.5","26","40","100","0.5","40","9","74","39","35"
"5","5","2","5","50","0.5","26","40","100","0.5","40","9","78","40","38"
"6","5","2","5","50","0.5","26","40","100","0.5","40","9","73","38","35"
"9","5","2","5","50","0.5","26","40","100","0.5","40","10","66","37","29"
"2","5","2","5","50","0.5","26","40","100","0.5","40","9","77","40","37"
"7","5","2","5","50","0.5","26","40","100","0.5","40","9","75","39","36"
"3","5","2","5","50","0.5","26","40","100","0.5","40","11","70","37","33"
"10","5","2","5","50","0.5","26","40","100","0.5","40","10","75","38","37"
"9","5","2","5","50","0.5","26","40","100","0.5","40","11","66","37","29"
"4","5","2","5","50","0.5","26","40","100","0.5","40","10","74","38","36"
"6","5","2","5","50","0.5","26","40","100","0.5","40","10","73","38","35"
"2","5","2","5","50","0.5","26","40","100","0.5","40","10","77","40","37"
"8","5","2","5","50","0.5","26","40","100","0.5","40","10","74","39","35"
"5","5","2","5","50","0.5","26","40","100","0.5","40","10","78","40","38"
"3","5","2","5","50","0.5","26","40","100","0.5","40","12","69","36","33"
"9","5","2","5","50","0.5","26","40","100","0.5","40","12","66","37","29"
"10","5","2","5","50","0.5","26","40","100","0.5","40","11","72","38","34"
"7","5","2","5","50","0.5","26","40","100","0.5","40","10","75","39","36"
"6","5","2","5","50","0.5","26","40","100","0.5","40","11","72","38","34"
"4","5","2","5","50","0.5","26","40","100","0.5","40","11","73","38","35"
"2","5","2","5","50","0.5","26","40","100","0.5","40","11","77","40","37"
"3","5","2","5","50","0.5","26","40","100","0.5","40","13","68","36","32"
"8","5","2","5","50","0.5","26","40","100","0.5","40","11","71","39","32"
"10","5","2","5","50","0.5","26","40","100","0.5","40","12","72","38","34"
"5","5","2","5","50","0.5","26","40","100","0.5","40","11","77","40","37"
"6","5","2","5","50","0.5","26","40","100","0.5","40","12","72","38","34"
"9","5","2","5","50","0.5","26","40","100","0.5","40","13","65","37","28"
"1","5","2","5","50","0.5","26","40","100","0.5","40","3","77","40","37"
"7","5","2","5","50","0.5","26","40","100","0.5","40","11","75","39","36"
"4","5","2","5","50","0.5","26","40","100","0.5","40","12","72","38","34"
"2","5","2","5","50","0.5","26","40","100","0.5","40","12","76","39","37"
"9","5","2","5","50","0.5","26","40","100","0.5","40","14","65","37","28"
"8","5","2","5","50","0.5","26","40","100","0.5","40","12","71","39","32"
"6","5","2","5","50","0.5","26","40","100","0.5","40","13","71","38","33"
"5","5","2","5","50","0.5","26","40","100","0.5","40","12","75","40","35"
"10","5","2","5","50","0.5","26","40","100","0.5","40","13","72","38","34"
"3","5","2","5","50","0.5","26","40","100","0.5","40","14","67","36","31"
"4","5","2","5","50","0.5","26","40","100","0.5","40","13","72","38","34"
"2","5","2","5","50","0.5","26","40","100","0.5","40","13","76","39","37"
"9","5","2","5","50","0.5","26","40","100","0.5","40","15","65","37","28"
"7","5","2","5","50","0.5","26","40","100","0.5","40","12","73","38","35"
"10","5","2","5","50","0.5","26","40","100","0.5","40","14","72","38","34"
"6","5","2","5","50","0.5","26","40","100","0.5","40","14","70","38","32"
"5","5","2","5","50","0.5","26","40","100","0.5","40","13","74","39","35"
"4","5","2","5","50","0.5","26","40","100","0.5","40","14","71","38","33"
"9","5","2","5","50","0.5","26","40","100","0.5","40","16","64","37","27"
"8","5","2","5","50","0.5","26","40","100","0.5","40","13","70","39","31"
"1","5","2","5","50","0.5","26","40","100","0.5","40","4","76","39","37"
"4","5","2","5","50","0.5","26","40","100","0.5","40","15","71","38","33"
"7","5","2","5","50","0.5","26","40","100","0.5","40","13","72","38","34"
"6","5","2","5","50","0.5","26","40","100","0.5","40","15","70","38","32"
"2","5","2","5","50","0.5","26","40","100","0.5","40","14","76","39","37"
"9","5","2","5","50","0.5","26","40","100","0.5","40","17","64","37","27"
"5","5","2","5","50","0.5","26","40","100","0.5","40","14","74","39","35"
"8","5","2","5","50","0.5","26","40","100","0.5","40","14","70","39","31"
"3","5","2","5","50","0.5","26","40","100","0.5","40","15","65","35","30"
"10","5","2","5","50","0.5","26","40","100","0.5","40","15","72","38","34"
"3","5","2","5","50","0.5","26","40","100","0.5","40","16","65","35","30"
"10","5","2","5","50","0.5","26","40","100","0.5","40","16","72","38","34"
"9","5","2","5","50","0.5","26","40","100","0.5","40","18","63","37","26"
"7","5","2","5","50","0.5","26","40","100","0.5","40","14","71","37","34"
"4","5","2","5","50","0.5","26","40","100","0.5","40","16","71","38","33"
"6","5","2","5","50","0.5","26","40","100","0.5","40","16","67","38","29"
"5","5","2","5","50","0.5","26","40","100","0.5","40","15","73","39","34"
"2","5","2","5","50","0.5","26","40","100","0.5","40","15","75","38","37"
"8","5","2","5","50","0.5","26","40","100","0.5","40","15","70","39","31"
"10","5","2","5","50","0.5","26","40","100","0.5","40","17","71","38","33"
"6","5","2","5","50","0.5","26","40","100","0.5","40","17","67","38","29"
"5","5","2","5","50","0.5","26","40","100","0.5","40","16","73","39","34"
"4","5","2","5","50","0.5","26","40","100","0.5","40","17","69","38","31"
"7","5","2","5","50","0.5","26","40","100","0.5","40","15","71","37","34"
"8","5","2","5","50","0.5","26","40","100","0.5","40","16","70","39","31"
"2","5","2","5","50","0.5","26","40","100","0.5","40","16","74","38","36"
"10","5","2","5","50","0.5","26","40","100","0.5","40","18","70","38","32"
"8","5","2","5","50","0.5","26","40","100","0.5","40","17","70","39","31"
"4","5","2","5","50","0.5","26","40","100","0.5","40","18","69","38","31"
"6","5","2","5","50","0.5","26","40","100","0.5","40","18","66","38","28"
"2","5","2","5","50","0.5","26","40","100","0.5","40","17","73","38","35"
"7","5","2","5","50","0.5","26","40","100","0.5","40","16","71","37","34"
"5","5","2","5","50","0.5","26","40","100","0.5","40","17","73","39","34"
"10","5","2","5","50","0.5","26","40","100","0.5","40","19","68","38","30"
"6","5","2","5","50","0.5","26","40","100","0.5","40","19","66","38","28"
"2","5","2","5","50","0.5","26","40","100","0.5","40","18","72","37","35"
"8","5","2","5","50","0.5","26","40","100","0.5","40","18","68","38","30"
"4","5","2","5","50","0.5","26","40","100","0.5","40","19","69","38","31"
"7","5","2","5","50","0.5","26","40","100","0.5","40","17","70","36","34"
"4","5","2","5","50","0.5","26","40","100","0.5","40","20","69","38","31"
"6","5","2","5","50","0.5","26","40","100","0.5","40","20","65","38","27"
"8","5","2","5","50","0.5","26","40","100","0.5","40","19","68","38","30"
"10","5","2","5","50","0.5","26","40","100","0.5","40","20","67","38","29"
"2","5","2","5","50","0.5","26","40","100","0.5","40","19","71","36","35"
"7","5","2","5","50","0.5","26","40","100","0.5","40","18","69","36","33"
"8","5","2","5","50","0.5","26","40","100","0.5","40","20","68","38","30"
"6","5","2","5","50","0.5","26","40","100","0.5","40","21","65","38","27"
"7","5","2","5","50","0.5","26","40","100","0.5","40","19","69","36","33"
"4","5","2","5","50","0.5","26","40","100","0.5","40","21","69","38","31"
"2","5","2","5","50","0.5","26","40","100","0.5","40","20","70","36","34"
"10","5","2","5","50","0.5","26","40","100","0.5","40","21","67","38","29"
"1","5","2","5","50","0.5","26","40","100","0.5","40","5","75","38","37"
"2","5","2","5","50","0.5","26","40","100","0.5","40","21","70","36","34"
"8","5","2","5","50","0.5","26","40","100","0.5","40","21","68","38","30"
"7","5","2","5","50","0.5","26","40","100","0.5","40","20","68","36","32"
"10","5","2","5","50","0.5","26","40","100","0.5","40","22","65","37","28"
"4","5","2","5","50","0.5","26","40","100","0.5","40","22","69","38","31"
"6","5","2","5","50","0.5","26","40","100","0.5","40","22","64","38","26"
"6","5","2","5","50","0.5","26","40","100","0.5","40","23","63","38","25"
"10","5","2","5","50","0.5","26","40","100","0.5","40","23","64","37","27"
"7","5","2","5","50","0.5","26","40","100","0.5","40","21","68","36","32"
"8","5","2","5","50","0.5","26","40","100","0.5","40","22","67","38","29"
"4","5","2","5","50","0.5","26","40","100","0.5","40","23","69","38","31"
"2","5","2","5","50","0.5","26","40","100","0.5","40","22","69","36","33"
"10","5","2","5","50","0.5","26","40","100","0.5","40","24","64","37","27"
"6","5","2","5","50","0.5","26","40","100","0.5","40","24","63","38","25"
"8","5","2","5","50","0.5","26","40","100","0.5","40","23","67","38","29"
"7","5","2","5","50","0.5","26","40","100","0.5","40","22","66","35","31"
"4","5","2","5","50","0.5","26","40","100","0.5","40","24","68","38","30"
"2","5","2","5","50","0.5","26","40","100","0.5","40","23","69","36","33"
"10","5","2","5","50","0.5","26","40","100","0.5","40","25","64","37","27"
"4","5","2","5","50","0.5","26","40","100","0.5","40","25","67","38","29"
"6","5","2","5","50","0.5","26","40","100","0.5","40","25","63","38","25"
"7","5","2","5","50","0.5","26","40","100","0.5","40","23","65","35","30"
"8","5","2","5","50","0.5","26","40","100","0.5","40","24","67","38","29"
"1","5","2","5","50","0.5","26","40","100","0.5","40","6","73","37","36"
"2","5","2","5","50","0.5","26","40","100","0.5","40","24","67","35","32"
"4","5","2","5","50","0.5","26","40","100","0.5","40","26","67","38","29"
"6","5","2","5","50","0.5","26","40","100","0.5","40","26","63","38","25"
"8","5","2","5","50","0.5","26","40","100","0.5","40","25","67","38","29"
"7","5","2","5","50","0.5","26","40","100","0.5","40","24","64","35","29"
"10","5","2","5","50","0.5","26","40","100","0.5","40","26","64","37","27"
"3","5","2","5","50","0.5","26","40","100","0.5","40","17","63","35","28"
"9","5","2","5","50","0.5","26","40","100","0.5","40","19","62","37","25"
"2","5","2","5","50","0.5","26","40","100","0.5","40","25","67","35","32"
"4","5","2","5","50","0.5","26","40","100","0.5","40","27","67","38","29"
"6","5","2","5","50","0.5","26","40","100","0.5","40","27","62","38","24"
"10","5","2","5","50","0.5","26","40","100","0.5","40","27","64","37","27"
"8","5","2","5","50","0.5","26","40","100","0.5","40","26","67","38","29"
"7","5","2","5","50","0.5","26","40","100","0.5","40","25","64","35","29"
"3","5","2","5","50","0.5","26","40","100","0.5","40","18","63","35","28"
"9","5","2","5","50","0.5","26","40","100","0.5","40","20","62","37","25"
"6","5","2","5","50","0.5","26","40","100","0.5","40","28","62","38","24"
"2","5","2","5","50","0.5","26","40","100","0.5","40","26","67","35","32"
"10","5","2","5","50","0.5","26","40","100","0.5","40","28","64","37","27"
"4","5","2","5","50","0.5","26","40","100","0.5","40","28","67","38","29"
"8","5","2","5","50","0.5","26","40","100","0.5","40","27","67","38","29"
"7","5","2","5","50","0.5","26","40","100","0.5","40","26","64","35","29"
"1","5","2","5","50","0.5","26","40","100","0.5","40","7","73","37","36"
"3","5","2","5","50","0.5","26","40","100","0.5","40","19","63","35","28"
"6","5","2","5","50","0.5","26","40","100","0.5","40","29","62","38","24"
"2","5","2","5","50","0.5","26","40","100","0.5","40","27","66","35","31"
"9","5","2","5","50","0.5","26","40","100","0.5","40","21","61","37","24"
"7","5","2","5","50","0.5","26","40","100","0.5","40","27","64","35","29"
"8","5","2","5","50","0.5","26","40","100","0.5","40","28","67","38","29"
"10","5","2","5","50","0.5","26","40","100","0.5","40","29","64","37","27"
"4","5","2","5","50","0.5","26","40","100","0.5","40","29","67","38","29"
"3","5","2","5","50","0.5","26","40","100","0.5","40","20","63","35","28"
"6","5","2","5","50","0.5","26","40","100","0.5","40","30","62","38","24"
"5","5","2","5","50","0.5","26","40","100","0.5","40","18","73","39","34"
"9","5","2","5","50","0.5","26","40","100","0.5","40","22","61","37","24"
"10","5","2","5","50","0.5","26","40","100","0.5","40","30","64","37","27"
"4","5","2","5","50","0.5","26","40","100","0.5","40","30","66","38","28"
"8","5","2","5","50","0.5","26","40","100","0.5","40","29","67","38","29"
"7","5","2","5","50","0.5","26","40","100","0.5","40","28","64","35","29"
"2","5","2","5","50","0.5","26","40","100","0.5","40","28","66","35","31"
"3","5","2","5","50","0.5","26","40","100","0.5","40","21","60","33","27"
"6","5","2","5","50","0.5","26","40","100","0.5","40","31","62","38","24"
"10","5","2","5","50","0.5","26","40","100","0.5","40","31","63","37","26"
"9","5","2","5","50","0.5","26","40","100","0.5","40","23","60","37","23"
"5","5","2","5","50","0.5","26","40","100","0.5","40","19","72","39","33"
"8","5","2","5","50","0.5","26","40","100","0.5","40","30","67","38","29"
"4","5","2","5","50","0.5","26","40","100","0.5","40","31","66","38","28"
"3","5","2","5","50","0.5","26","40","100","0.5","40","22","59","32","27"
"7","5","2","5","50","0.5","26","40","100","0.5","40","29","64","35","29"
"2","5","2","5","50","0.5","26","40","100","0.5","40","29","66","35","31"
"6","5","2","5","50","0.5","26","40","100","0.5","40","32","62","38","24"
"9","5","2","5","50","0.5","26","40","100","0.5","40","24","60","37","23"
"10","5","2","5","50","0.5","26","40","100","0.5","40","32","62","37","25"
"5","5","2","5","50","0.5","26","40","100","0.5","40","20","72","39","33"
"8","5","2","5","50","0.5","26","40","100","0.5","40","31","66","38","28"
"3","5","2","5","50","0.5","26","40","100","0.5","40","23","59","32","27"
"4","5","2","5","50","0.5","26","40","100","0.5","40","32","64","38","26"
"9","5","2","5","50","0.5","26","40","100","0.5","40","25","60","37","23"
"10","5","2","5","50","0.5","26","40","100","0.5","40","33","62","37","25"
"2","5","2","5","50","0.5","26","40","100","0.5","40","30","65","35","30"
"6","5","2","5","50","0.5","26","40","100","0.5","40","33","62","38","24"
"7","5","2","5","50","0.5","26","40","100","0.5","40","30","63","35","28"
"3","5","2","5","50","0.5","26","40","100","0.5","40","24","59","32","27"
"8","5","2","5","50","0.5","26","40","100","0.5","40","32","66","38","28"
"4","5","2","5","50","0.5","26","40","100","0.5","40","33","64","38","26"
"5","5","2","5","50","0.5","26","40","100","0.5","40","21","72","39","33"
"9","5","2","5","50","0.5","26","40","100","0.5","40","26","60","37","23"
"2","5","2","5","50","0.5","26","40","100","0.5","40","31","65","35","30"
"6","5","2","5","50","0.5","26","40","100","0.5","40","34","62","38","24"
"10","5","2","5","50","0.5","26","40","100","0.5","40","34","61","37","24"
"3","5","2","5","50","0.5","26","40","100","0.5","40","25","59","32","27"
"7","5","2","5","50","0.5","26","40","100","0.5","40","31","63","35","28"
"8","5","2","5","50","0.5","26","40","100","0.5","40","33","66","38","28"
"6","5","2","5","50","0.5","26","40","100","0.5","40","35","62","38","24"
"4","5","2","5","50","0.5","26","40","100","0.5","40","34","63","38","25"
"5","5","2","5","50","0.5","26","40","100","0.5","40","22","71","39","32"
"2","5","2","5","50","0.5","26","40","100","0.5","40","32","65","35","30"
"10","5","2","5","50","0.5","26","40","100","0.5","40","35","61","37","24"
"3","5","2","5","50","0.5","26","40","100","0.5","40","26","59","32","27"
"9","5","2","5","50","0.5","26","40","100","0.5","40","27","60","37","23"
"7","5","2","5","50","0.5","26","40","100","0.5","40","32","63","35","28"
"8","5","2","5","50","0.5","26","40","100","0.5","40","34","65","37","28"
"9","5","2","5","50","0.5","26","40","100","0.5","40","28","59","37","22"
"4","5","2","5","50","0.5","26","40","100","0.5","40","35","63","38","25"
"10","5","2","5","50","0.5","26","40","100","0.5","40","36","61","37","24"
"1","5","2","5","50","0.5","26","40","100","0.5","40","8","72","36","36"
"2","5","2","5","50","0.5","26","40","100","0.5","40","33","65","35","30"
"8","5","2","5","50","0.5","26","40","100","0.5","40","35","65","37","28"
"6","5","2","5","50","0.5","26","40","100","0.5","40","36","61","38","23"
"7","5","2","5","50","0.5","26","40","100","0.5","40","33","63","35","28"
"10","5","2","5","50","0.5","26","40","100","0.5","40","37","61","37","24"
"9","5","2","5","50","0.5","26","40","100","0.5","40","29","59","37","22"
"4","5","2","5","50","0.5","26","40","100","0.5","40","36","62","38","24"
"5","5","2","5","50","0.5","26","40","100","0.5","40","23","71","39","32"
"3","5","2","5","50","0.5","26","40","100","0.5","40","27","59","32","27"
"2","5","2","5","50","0.5","26","40","100","0.5","40","34","64","34","30"
"6","5","2","5","50","0.5","26","40","100","0.5","40","37","61","38","23"
"8","5","2","5","50","0.5","26","40","100","0.5","40","36","64","36","28"
"4","5","2","5","50","0.5","26","40","100","0.5","40","37","62","38","24"
"10","5","2","5","50","0.5","26","40","100","0.5","40","38","61","37","24"
"1","5","2","5","50","0.5","26","40","100","0.5","40","9","72","36","36"
"9","5","2","5","50","0.5","26","40","100","0.5","40","30","59","37","22"
"7","5","2","5","50","0.5","26","40","100","0.5","40","34","62","34","28"
"3","5","2","5","50","0.5","26","40","100","0.5","40","28","59","32","27"
"5","5","2","5","50","0.5","26","40","100","0.5","40","24","71","39","32"
"6","5","2","5","50","0.5","26","40","100","0.5","40","38","61","38","23"
"2","5","2","5","50","0.5","26","40","100","0.5","40","35","64","34","30"
"8","5","2","5","50","0.5","26","40","100","0.5","40","37","63","36","27"
"4","5","2","5","50","0.5","26","40","100","0.5","40","38","62","38","24"
"10","5","2","5","50","0.5","26","40","100","0.5","40","39","61","37","24"
"1","5","2","5","50","0.5","26","40","100","0.5","40","10","72","36","36"
"5","5","2","5","50","0.5","26","40","100","0.5","40","25","71","39","32"
"6","5","2","5","50","0.5","26","40","100","0.5","40","39","61","38","23"
"7","5","2","5","50","0.5","26","40","100","0.5","40","35","62","34","28"
"8","5","2","5","50","0.5","26","40","100","0.5","40","38","63","36","27"
"3","5","2","5","50","0.5","26","40","100","0.5","40","29","59","32","27"
"4","5","2","5","50","0.5","26","40","100","0.5","40","39","62","38","24"
"10","5","2","5","50","0.5","26","40","100","0.5","40","40","61","37","24"
"2","5","2","5","50","0.5","26","40","100","0.5","40","36","64","34","30"
"9","5","2","5","50","0.5","26","40","100","0.5","40","31","57","37","20"
"7","5","2","5","50","0.5","26","40","100","0.5","40","36","62","34","28"
"8","5","2","5","50","0.5","26","40","100","0.5","40","39","63","36","27"
"5","5","2","5","50","0.5","26","40","100","0.5","40","26","71","39","32"
"6","5","2","5","50","0.5","26","40","100","0.5","40","40","61","38","23"
"1","5","2","5","50","0.5","26","40","100","0.5","40","11","72","36","36"
"4","5","2","5","50","0.5","26","40","100","0.5","40","40","62","38","24"
"3","5","2","5","50","0.5","26","40","100","0.5","40","30","59","32","27"
"10","5","2","5","50","0.5","26","40","100","0.5","40","41","61","37","24"
"9","5","2","5","50","0.5","26","40","100","0.5","40","32","57","37","20"
"2","5","2","5","50","0.5","26","40","100","0.5","40","37","64","34","30"
"8","5","2","5","50","0.5","26","40","100","0.5","40","40","63","36","27"
"7","5","2","5","50","0.5","26","40","100","0.5","40","37","62","34","28"
"6","5","2","5","50","0.5","26","40","100","0.5","40","41","60","38","22"
"5","5","2","5","50","0.5","26","40","100","0.5","40","27","71","39","32"
"3","5","2","5","50","0.5","26","40","100","0.5","40","31","59","32","27"
"10","5","2","5","50","0.5","26","40","100","0.5","40","42","61","37","24"
"4","5","2","5","50","0.5","26","40","100","0.5","40","41","62","38","24"
"9","5","2","5","50","0.5","26","40","100","0.5","40","33","57","37","20"
"8","5","2","5","50","0.5","26","40","100","0.5","40","41","62","36","26"
"6","5","2","5","50","0.5","26","40","100","0.5","40","42","59","38","21"
"2","5","2","5","50","0.5","26","40","100","0.5","40","38","64","34","30"
"7","5","2","5","50","0.5","26","40","100","0.5","40","38","60","34","26"
"1","5","2","5","50","0.5","26","40","100","0.5","40","12","70","35","35"
"5","5","2","5","50","0.5","26","40","100","0.5","40","28","70","39","31"
"9","5","2","5","50","0.5","26","40","100","0.5","40","34","57","37","20"
"6","5","2","5","50","0.5","26","40","100","0.5","40","43","59","38","21"
"7","5","2","5","50","0.5","26","40","100","0.5","40","39","60","34","26"
"10","5","2","5","50","0.5","26","40","100","0.5","40","43","61","37","24"
"2","5","2","5","50","0.5","26","40","100","0.5","40","39","64","34","30"
"3","5","2","5","50","0.5","26","40","100","0.5","40","32","59","32","27"
"4","5","2","5","50","0.5","26","40","100","0.5","40","42","62","38","24"
"8","5","2","5","50","0.5","26","40","100","0.5","40","42","62","36","26"
"9","5","2","5","50","0.5","26","40","100","0.5","40","35","57","37","20"
"7","5","2","5","50","0.5","26","40","100","0.5","40","40","60","34","26"
"6","5","2","5","50","0.5","26","40","100","0.5","40","44","59","38","21"
"10","5","2","5","50","0.5","26","40","100","0.5","40","44","61","37","24"
"2","5","2","5","50","0.5","26","40","100","0.5","40","40","63","33","30"
"3","5","2","5","50","0.5","26","40","100","0.5","40","33","59","32","27"
"8","5","2","5","50","0.5","26","40","100","0.5","40","43","61","36","25"
"4","5","2","5","50","0.5","26","40","100","0.5","40","43","62","38","24"
"5","5","2","5","50","0.5","26","40","100","0.5","40","29","70","39","31"
"1","5","2","5","50","0.5","26","40","100","0.5","40","13","69","35","34"
"3","5","2","5","50","0.5","26","40","100","0.5","40","34","58","32","26"
"9","5","2","5","50","0.5","26","40","100","0.5","40","36","56","37","19"
"6","5","2","5","50","0.5","26","40","100","0.5","40","45","59","38","21"
"2","5","2","5","50","0.5","26","40","100","0.5","40","41","63","33","30"
