"BehaviorSpace results (NetLogo 6.3.0)"
"trabalhoIAA - Cópia.nlogo"
"teste7"
"10/22/2023 16:44:07:731 +0100"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-16","16","-16","16"
"[run number]","percV","show-energy?","percA","energiaAlimento","penergH","reproducao_leoes","reproducao_hienas","nleao","percC","reproducao?","tempo_descanso","nhienas","qenergia","penergL","[step]","count turtles","count hienas","count leoes"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","101","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","102","3930","3930","0"
"2","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","72","7545","5142","2403"
"1","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","29","946","262","684"
"5","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","66","13149","973","12176"
"10","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","66","8231","6027","2204"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","103","3930","3930","0"
"4","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","66","8879","8100","779"
"6","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","68","8753","4168","4585"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","104","3930","3930","0"
"9","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","67","8587","6318","2269"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","105","3930","3930","0"
"3","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","66","8486","8486","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","106","3930","3930","0"
"8","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","61","9402","6779","2623"
"2","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","73","8046","5550","2496"
"1","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","30","1021","276","745"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","107","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","108","3930","3930","0"
"5","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","67","14017","990","13027"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","109","3930","3930","0"
"10","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","67","8757","6484","2273"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","110","3930","3930","0"
"3","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","67","8471","8471","0"
"1","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","31","1091","284","807"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","111","3930","3930","0"
"4","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","67","9590","8802","788"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","112","3930","3930","0"
"6","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","69","9288","4508","4780"
"9","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","68","9065","6759","2306"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","113","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","114","3930","3930","0"
"5","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","68","15022","1018","14004"
"2","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","74","8559","5970","2589"
"1","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","32","1167","305","862"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","115","3930","3930","0"
"8","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","62","10019","7319","2700"
"10","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","68","9326","6962","2364"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","116","3930","3930","0"
"3","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","68","8460","8460","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","117","3930","3930","0"
"6","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","70","9838","4826","5012"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","118","3930","3930","0"
"1","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","33","1248","310","938"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","119","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","120","3930","3930","0"
"9","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","69","9689","7302","2387"
"5","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","69","16001","1059","14942"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","121","3930","3930","0"
"4","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","68","10300","9533","767"
"3","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","69","8454","8454","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","122","3930","3930","0"
"1","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","34","1330","320","1010"
"2","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","75","9095","6443","2652"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","123","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","124","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","125","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","126","3930","3930","0"
"6","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","71","10394","5192","5202"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","127","3930","3930","0"
"10","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","69","9997","7544","2453"
"3","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","70","8450","8450","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","128","3930","3930","0"
"8","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","63","10720","7950","2770"
"5","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","70","17038","1081","15957"
"1","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","35","1441","335","1106"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","129","3930","3930","0"
"9","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","70","10344","7868","2476"
"2","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","76","9637","6913","2724"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","130","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","131","3930","3930","0"
"4","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","69","11026","10244","782"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","132","3930","3930","0"
"1","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","36","1546","358","1188"
"3","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","71","8436","8436","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","133","3930","3930","0"
"6","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","72","10957","5586","5371"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","134","3930","3930","0"
"5","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","71","18203","1103","17100"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","135","3930","3930","0"
"10","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","70","10696","8182","2514"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","136","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","137","3930","3930","0"
"1","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","37","1631","372","1259"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","138","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","139","3930","3930","0"
"3","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","72","8434","8434","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","140","3930","3930","0"
"9","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","71","11061","8513","2548"
"8","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","64","11416","8580","2836"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","141","3930","3930","0"
"2","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","77","10223","7444","2779"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","142","3930","3930","0"
"1","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","38","1749","397","1352"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","143","3930","3930","0"
"5","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","72","19389","1129","18260"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","144","3930","3930","0"
"3","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","73","8428","8428","0"
"6","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","73","11596","6026","5570"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","145","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","146","3930","3930","0"
"4","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","70","11851","11073","778"
"10","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","71","11360","8809","2551"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","147","3930","3930","0"
"1","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","39","1903","427","1476"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","148","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","149","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","150","3930","3930","0"
"3","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","74","8424","8424","0"
"2","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","78","10946","8103","2843"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","151","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","152","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","153","3930","3930","0"
"1","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","40","2021","454","1567"
"5","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","73","20706","1159","19547"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","154","3930","3930","0"
"9","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","72","11801","9183","2618"
"8","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","65","12131","9235","2896"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","155","3930","3930","0"
"3","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","75","8423","8423","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","156","3930","3930","0"
"6","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","74","12247","6472","5775"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","157","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","158","3930","3930","0"
"1","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","41","2142","467","1675"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","159","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","160","3930","3930","0"
"10","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","72","12119","9549","2570"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","161","3930","3930","0"
"2","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","79","11643","8743","2900"
"4","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","71","12802","12028","774"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","162","3930","3930","0"
"3","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","76","8419","8419","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","163","3930","3930","0"
"5","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","74","22037","1171","20866"
"1","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","42","2317","509","1808"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","164","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","165","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","166","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","167","3930","3930","0"
"3","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","77","8418","8418","0"
"9","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","73","12590","9929","2661"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","168","3930","3930","0"
"6","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","75","12806","6844","5962"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","169","3930","3930","0"
"8","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","66","12961","10012","2949"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","170","3930","3930","0"
"1","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","43","2479","541","1938"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","171","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","172","3930","3930","0"
"3","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","78","8417","8417","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","173","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","174","3930","3930","0"
"5","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","75","23471","1174","22297"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","175","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","176","3930","3930","0"
"10","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","73","12874","10302","2572"
"2","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","80","12345","9390","2955"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","177","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","178","3930","3930","0"
"3","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","79","8417","8417","0"
"1","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","44","2652","567","2085"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","179","3930","3930","0"
"4","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","72","13874","13092","782"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","180","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","181","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","182","3930","3930","0"
"6","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","76","13394","7292","6102"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","183","3930","3930","0"
"3","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","80","8415","8415","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","184","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","185","3930","3930","0"
"9","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","74","13453","10735","2718"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","186","3930","3930","0"
"1","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","45","2854","594","2260"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","187","3930","3930","0"
"5","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","76","24929","1207","23722"
"8","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","67","13796","10809","2987"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","188","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","189","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","190","3930","3930","0"
"3","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","81","8414","8414","0"
"2","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","81","13112","10110","3002"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","191","3930","3930","0"
"10","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","74","13829","11209","2620"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","192","3930","3930","0"
"6","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","77","14105","7813","6292"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","193","3930","3930","0"
"1","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","46","3074","629","2445"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","194","3930","3930","0"
"3","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","82","8414","8414","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","195","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","196","3930","3930","0"
"5","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","77","26462","1240","25222"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","197","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","198","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","199","3930","3930","0"
"4","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","73","14984","14209","775"
"9","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","75","14384","11647","2737"
"3","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","83","8412","8412","0"
"1","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","47","3271","627","2644"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","200","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","201","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","202","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","203","3930","3930","0"
"3","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","84","8412","8412","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","204","3930","3930","0"
"8","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","68","14676","11647","3029"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","205","3930","3930","0"
"1","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","48","3546","664","2882"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","206","3930","3930","0"
"3","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","85","8411","8411","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","207","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","208","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","209","3930","3930","0"
"2","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","82","13975","10932","3043"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","210","3930","3930","0"
"6","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","78","14778","8410","6368"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","211","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","212","3930","3930","0"
"10","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","75","14677","12072","2605"
"5","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","78","27998","1262","26736"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","213","3930","3930","0"
"3","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","86","8411","8411","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","214","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","215","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","216","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","217","3930","3930","0"
"1","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","49","3840","709","3131"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","218","3930","3930","0"
"3","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","87","8411","8411","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","219","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","220","3930","3930","0"
"9","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","76","15441","12675","2766"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","221","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","222","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","223","3930","3930","0"
"8","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","69","15675","12636","3039"
"3","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","88","8411","8411","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","224","3930","3930","0"
"4","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","74","16168","15392","776"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","225","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","226","3930","3930","0"
"1","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","50","4157","736","3421"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","227","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","228","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","229","3930","3930","0"
"3","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","89","8411","8411","0"
"5","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","79","29600","1295","28305"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","230","3930","3930","0"
"6","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","79","15373","8970","6403"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","231","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","232","3930","3930","0"
"2","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","83","14787","11741","3046"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","233","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","234","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","235","3930","3930","0"
"10","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","76","15634","13020","2614"
"3","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","90","8411","8411","0"
"1","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","51","4524","814","3710"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","236","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","237","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","238","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","239","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","240","3930","3930","0"
"3","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","91","8411","8411","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","241","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","242","3930","3930","0"
"9","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","77","16481","13666","2815"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","243","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","244","3930","3930","0"
"3","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","92","8411","8411","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","245","3930","3930","0"
"8","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","70","16649","13556","3093"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","246","3930","3930","0"
"5","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","80","31330","1345","29985"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","247","3930","3930","0"
"6","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","80","16100","9642","6458"
"1","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","52","4870","862","4008"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","248","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","249","3930","3930","0"
"3","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","93","8411","8411","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","250","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","251","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","252","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","253","3930","3930","0"
"4","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","75","17504","16737","767"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","254","3930","3930","0"
"2","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","84","15734","12680","3054"
"3","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","94","8411","8411","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","255","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","256","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","257","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","258","3930","3930","0"
"10","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","77","16736","14111","2625"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","259","3930","3930","0"
"1","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","53","5220","921","4299"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","260","3930","3930","0"
