"BehaviorSpace results (NetLogo 6.3.0)"
"trabalhoIAA.nlogo"
"teste2"
"10/20/2023 11:08:44:529 +0100"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-16","16","-16","16"
"[run number]","percC","percV","percA","tempo_descanso","penergH","energiaAlimento","nhienas","qenergia","penergL","nleao","[step]","count turtles","count leoes","count hienas"
"8","5","2","1","10","0.5","26","50","100","0.5","20","11","64","18","46"
"4","5","2","1","10","0.5","26","50","100","0.5","20","7","62","17","45"
"10","5","2","1","10","0.5","26","50","100","0.5","20","7","64","17","47"
"2","5","2","1","10","0.5","26","50","100","0.5","20","8","64","20","44"
"3","5","2","1","10","0.5","26","50","100","0.5","20","8","67","18","49"
"6","5","2","1","10","0.5","26","50","100","0.5","20","16","62","20","42"
"7","5","2","1","10","0.5","26","50","100","0.5","20","16","62","17","45"
"8","5","2","1","10","0.5","26","50","100","0.5","20","12","64","18","46"
"5","5","2","1","10","0.5","26","50","100","0.5","20","9","66","20","46"
"10","5","2","1","10","0.5","26","50","100","0.5","20","8","64","17","47"
"7","5","2","1","10","0.5","26","50","100","0.5","20","17","62","17","45"
"2","5","2","1","10","0.5","26","50","100","0.5","20","9","63","20","43"
"3","5","2","1","10","0.5","26","50","100","0.5","20","9","67","18","49"
"8","5","2","1","10","0.5","26","50","100","0.5","20","13","62","18","44"
"9","5","2","1","10","0.5","26","50","100","0.5","20","9","68","19","49"
"1","5","2","1","10","0.5","26","50","100","0.5","20","0","70","20","50"
"4","5","2","1","10","0.5","26","50","100","0.5","20","8","62","17","45"
"9","5","2","1","10","0.5","26","50","100","0.5","20","10","68","19","49"
"7","5","2","1","10","0.5","26","50","100","0.5","20","18","60","15","45"
"6","5","2","1","10","0.5","26","50","100","0.5","20","17","60","19","41"
"10","5","2","1","10","0.5","26","50","100","0.5","20","9","64","17","47"
"8","5","2","1","10","0.5","26","50","100","0.5","20","14","58","17","41"
"5","5","2","1","10","0.5","26","50","100","0.5","20","10","66","20","46"
"7","5","2","1","10","0.5","26","50","100","0.5","20","19","60","15","45"
"4","5","2","1","10","0.5","26","50","100","0.5","20","9","61","17","44"
"3","5","2","1","10","0.5","26","50","100","0.5","20","10","65","18","47"
"2","5","2","1","10","0.5","26","50","100","0.5","20","10","62","20","42"
"9","5","2","1","10","0.5","26","50","100","0.5","20","11","68","19","49"
"8","5","2","1","10","0.5","26","50","100","0.5","20","15","58","17","41"
"6","5","2","1","10","0.5","26","50","100","0.5","20","18","59","19","40"
"10","5","2","1","10","0.5","26","50","100","0.5","20","10","64","17","47"
"2","5","2","1","10","0.5","26","50","100","0.5","20","11","62","20","42"
"3","5","2","1","10","0.5","26","50","100","0.5","20","11","64","18","46"
"7","5","2","1","10","0.5","26","50","100","0.5","20","20","60","15","45"
"4","5","2","1","10","0.5","26","50","100","0.5","20","10","60","17","43"
"6","5","2","1","10","0.5","26","50","100","0.5","20","19","59","19","40"
"9","5","2","1","10","0.5","26","50","100","0.5","20","12","66","19","47"
"8","5","2","1","10","0.5","26","50","100","0.5","20","16","58","17","41"
"2","5","2","1","10","0.5","26","50","100","0.5","20","12","62","20","42"
"7","5","2","1","10","0.5","26","50","100","0.5","20","21","58","13","45"
"1","5","2","1","10","0.5","26","50","100","0.5","20","1","70","20","50"
"10","5","2","1","10","0.5","26","50","100","0.5","20","11","64","17","47"
"5","5","2","1","10","0.5","26","50","100","0.5","20","11","65","20","45"
"2","5","2","1","10","0.5","26","50","100","0.5","20","13","62","20","42"
"6","5","2","1","10","0.5","26","50","100","0.5","20","20","59","19","40"
"7","5","2","1","10","0.5","26","50","100","0.5","20","22","58","13","45"
"3","5","2","1","10","0.5","26","50","100","0.5","20","12","63","17","46"
"8","5","2","1","10","0.5","26","50","100","0.5","20","17","58","17","41"
"4","5","2","1","10","0.5","26","50","100","0.5","20","11","60","17","43"
"9","5","2","1","10","0.5","26","50","100","0.5","20","13","65","18","47"
"7","5","2","1","10","0.5","26","50","100","0.5","20","23","58","13","45"
"6","5","2","1","10","0.5","26","50","100","0.5","20","21","59","19","40"
"8","5","2","1","10","0.5","26","50","100","0.5","20","18","57","17","40"
"1","5","2","1","10","0.5","26","50","100","0.5","20","2","69","20","49"
"2","5","2","1","10","0.5","26","50","100","0.5","20","14","61","19","42"
"10","5","2","1","10","0.5","26","50","100","0.5","20","12","64","17","47"
"9","5","2","1","10","0.5","26","50","100","0.5","20","14","64","17","47"
"3","5","2","1","10","0.5","26","50","100","0.5","20","13","63","17","46"
"4","5","2","1","10","0.5","26","50","100","0.5","20","12","60","17","43"
"8","5","2","1","10","0.5","26","50","100","0.5","20","19","57","17","40"
"6","5","2","1","10","0.5","26","50","100","0.5","20","22","59","19","40"
"5","5","2","1","10","0.5","26","50","100","0.5","20","12","63","18","45"
"7","5","2","1","10","0.5","26","50","100","0.5","20","24","58","13","45"
"3","5","2","1","10","0.5","26","50","100","0.5","20","14","62","16","46"
"6","5","2","1","10","0.5","26","50","100","0.5","20","23","59","19","40"
"10","5","2","1","10","0.5","26","50","100","0.5","20","13","62","17","45"
"4","5","2","1","10","0.5","26","50","100","0.5","20","13","59","17","42"
"2","5","2","1","10","0.5","26","50","100","0.5","20","15","60","18","42"
"7","5","2","1","10","0.5","26","50","100","0.5","20","25","57","12","45"
"8","5","2","1","10","0.5","26","50","100","0.5","20","20","57","17","40"
"3","5","2","1","10","0.5","26","50","100","0.5","20","15","62","16","46"
"9","5","2","1","10","0.5","26","50","100","0.5","20","15","64","17","47"
"7","5","2","1","10","0.5","26","50","100","0.5","20","26","57","12","45"
"2","5","2","1","10","0.5","26","50","100","0.5","20","16","60","18","42"
"8","5","2","1","10","0.5","26","50","100","0.5","20","21","56","17","39"
"5","5","2","1","10","0.5","26","50","100","0.5","20","13","63","18","45"
"6","5","2","1","10","0.5","26","50","100","0.5","20","24","58","19","39"
"3","5","2","1","10","0.5","26","50","100","0.5","20","16","62","16","46"
"4","5","2","1","10","0.5","26","50","100","0.5","20","14","59","17","42"
"8","5","2","1","10","0.5","26","50","100","0.5","20","22","56","17","39"
"7","5","2","1","10","0.5","26","50","100","0.5","20","27","57","12","45"
"10","5","2","1","10","0.5","26","50","100","0.5","20","14","62","17","45"
"6","5","2","1","10","0.5","26","50","100","0.5","20","25","58","19","39"
"5","5","2","1","10","0.5","26","50","100","0.5","20","14","62","18","44"
"7","5","2","1","10","0.5","26","50","100","0.5","20","28","57","12","45"
"8","5","2","1","10","0.5","26","50","100","0.5","20","23","56","17","39"
"4","5","2","1","10","0.5","26","50","100","0.5","20","15","57","17","40"
"9","5","2","1","10","0.5","26","50","100","0.5","20","16","63","16","47"
"2","5","2","1","10","0.5","26","50","100","0.5","20","17","60","18","42"
"7","5","2","1","10","0.5","26","50","100","0.5","20","29","57","12","45"
"3","5","2","1","10","0.5","26","50","100","0.5","20","17","62","16","46"
"6","5","2","1","10","0.5","26","50","100","0.5","20","26","57","19","38"
"5","5","2","1","10","0.5","26","50","100","0.5","20","15","61","18","43"
"10","5","2","1","10","0.5","26","50","100","0.5","20","15","61","17","44"
"8","5","2","1","10","0.5","26","50","100","0.5","20","24","54","17","37"
"4","5","2","1","10","0.5","26","50","100","0.5","20","16","57","17","40"
"7","5","2","1","10","0.5","26","50","100","0.5","20","30","56","12","44"
"9","5","2","1","10","0.5","26","50","100","0.5","20","17","62","16","46"
"5","5","2","1","10","0.5","26","50","100","0.5","20","16","61","18","43"
"2","5","2","1","10","0.5","26","50","100","0.5","20","18","59","18","41"
"6","5","2","1","10","0.5","26","50","100","0.5","20","27","56","19","37"
"4","5","2","1","10","0.5","26","50","100","0.5","20","17","57","17","40"
"8","5","2","1","10","0.5","26","50","100","0.5","20","25","52","17","35"
"10","5","2","1","10","0.5","26","50","100","0.5","20","16","61","17","44"
"3","5","2","1","10","0.5","26","50","100","0.5","20","18","62","16","46"
"7","5","2","1","10","0.5","26","50","100","0.5","20","31","56","12","44"
"2","5","2","1","10","0.5","26","50","100","0.5","20","19","58","18","40"
"9","5","2","1","10","0.5","26","50","100","0.5","20","18","62","16","46"
"5","5","2","1","10","0.5","26","50","100","0.5","20","17","61","18","43"
"7","5","2","1","10","0.5","26","50","100","0.5","20","32","56","12","44"
"6","5","2","1","10","0.5","26","50","100","0.5","20","28","56","19","37"
"4","5","2","1","10","0.5","26","50","100","0.5","20","18","57","17","40"
"8","5","2","1","10","0.5","26","50","100","0.5","20","26","52","17","35"
"2","5","2","1","10","0.5","26","50","100","0.5","20","20","58","18","40"
"6","5","2","1","10","0.5","26","50","100","0.5","20","29","55","18","37"
"5","5","2","1","10","0.5","26","50","100","0.5","20","18","60","17","43"
"7","5","2","1","10","0.5","26","50","100","0.5","20","33","56","12","44"
"3","5","2","1","10","0.5","26","50","100","0.5","20","19","62","16","46"
"8","5","2","1","10","0.5","26","50","100","0.5","20","27","52","17","35"
"10","5","2","1","10","0.5","26","50","100","0.5","20","17","61","17","44"
"2","5","2","1","10","0.5","26","50","100","0.5","20","21","58","18","40"
"9","5","2","1","10","0.5","26","50","100","0.5","20","19","62","16","46"
"1","5","2","1","10","0.5","26","50","100","0.5","20","3","67","19","48"
"7","5","2","1","10","0.5","26","50","100","0.5","20","34","55","12","43"
"2","5","2","1","10","0.5","26","50","100","0.5","20","22","57","18","39"
"10","5","2","1","10","0.5","26","50","100","0.5","20","18","61","17","44"
"9","5","2","1","10","0.5","26","50","100","0.5","20","20","61","16","45"
"5","5","2","1","10","0.5","26","50","100","0.5","20","19","60","17","43"
"6","5","2","1","10","0.5","26","50","100","0.5","20","30","55","18","37"
"3","5","2","1","10","0.5","26","50","100","0.5","20","20","61","15","46"
"8","5","2","1","10","0.5","26","50","100","0.5","20","28","50","16","34"
"4","5","2","1","10","0.5","26","50","100","0.5","20","19","57","17","40"
"7","5","2","1","10","0.5","26","50","100","0.5","20","35","55","12","43"
"6","5","2","1","10","0.5","26","50","100","0.5","20","31","55","18","37"
"2","5","2","1","10","0.5","26","50","100","0.5","20","23","57","18","39"
"3","5","2","1","10","0.5","26","50","100","0.5","20","21","61","15","46"
"9","5","2","1","10","0.5","26","50","100","0.5","20","21","60","16","44"
"5","5","2","1","10","0.5","26","50","100","0.5","20","20","60","17","43"
"8","5","2","1","10","0.5","26","50","100","0.5","20","29","50","16","34"
"4","5","2","1","10","0.5","26","50","100","0.5","20","20","57","17","40"
"10","5","2","1","10","0.5","26","50","100","0.5","20","19","59","15","44"
"7","5","2","1","10","0.5","26","50","100","0.5","20","36","54","12","42"
"6","5","2","1","10","0.5","26","50","100","0.5","20","32","54","18","36"
"2","5","2","1","10","0.5","26","50","100","0.5","20","24","57","18","39"
"5","5","2","1","10","0.5","26","50","100","0.5","20","21","60","17","43"
"9","5","2","1","10","0.5","26","50","100","0.5","20","22","60","16","44"
"8","5","2","1","10","0.5","26","50","100","0.5","20","30","50","16","34"
"6","5","2","1","10","0.5","26","50","100","0.5","20","33","54","18","36"
"1","5","2","1","10","0.5","26","50","100","0.5","20","4","67","19","48"
"8","5","2","1","10","0.5","26","50","100","0.5","20","31","50","16","34"
"2","5","2","1","10","0.5","26","50","100","0.5","20","25","57","18","39"
"9","5","2","1","10","0.5","26","50","100","0.5","20","23","58","15","43"
"6","5","2","1","10","0.5","26","50","100","0.5","20","34","54","18","36"
"3","5","2","1","10","0.5","26","50","100","0.5","20","22","61","15","46"
"4","5","2","1","10","0.5","26","50","100","0.5","20","21","57","17","40"
"7","5","2","1","10","0.5","26","50","100","0.5","20","37","54","12","42"
"10","5","2","1","10","0.5","26","50","100","0.5","20","20","59","15","44"
"5","5","2","1","10","0.5","26","50","100","0.5","20","22","60","17","43"
"6","5","2","1","10","0.5","26","50","100","0.5","20","35","54","18","36"
"2","5","2","1","10","0.5","26","50","100","0.5","20","26","55","18","37"
"8","5","2","1","10","0.5","26","50","100","0.5","20","32","50","16","34"
"9","5","2","1","10","0.5","26","50","100","0.5","20","24","56","14","42"
"10","5","2","1","10","0.5","26","50","100","0.5","20","21","58","14","44"
"7","5","2","1","10","0.5","26","50","100","0.5","20","38","54","12","42"
"5","5","2","1","10","0.5","26","50","100","0.5","20","23","60","17","43"
"2","5","2","1","10","0.5","26","50","100","0.5","20","27","55","18","37"
"3","5","2","1","10","0.5","26","50","100","0.5","20","23","61","15","46"
"8","5","2","1","10","0.5","26","50","100","0.5","20","33","50","16","34"
"1","5","2","1","10","0.5","26","50","100","0.5","20","5","67","19","48"
"3","5","2","1","10","0.5","26","50","100","0.5","20","24","61","15","46"
"5","5","2","1","10","0.5","26","50","100","0.5","20","24","60","17","43"
"8","5","2","1","10","0.5","26","50","100","0.5","20","34","49","15","34"
"7","5","2","1","10","0.5","26","50","100","0.5","20","39","54","12","42"
"10","5","2","1","10","0.5","26","50","100","0.5","20","22","58","14","44"
"9","5","2","1","10","0.5","26","50","100","0.5","20","25","56","14","42"
"2","5","2","1","10","0.5","26","50","100","0.5","20","28","55","18","37"
"6","5","2","1","10","0.5","26","50","100","0.5","20","36","54","18","36"
"2","5","2","1","10","0.5","26","50","100","0.5","20","29","55","18","37"
"7","5","2","1","10","0.5","26","50","100","0.5","20","40","54","12","42"
"9","5","2","1","10","0.5","26","50","100","0.5","20","26","56","14","42"
"3","5","2","1","10","0.5","26","50","100","0.5","20","25","61","15","46"
"5","5","2","1","10","0.5","26","50","100","0.5","20","25","60","17","43"
"10","5","2","1","10","0.5","26","50","100","0.5","20","23","58","14","44"
"8","5","2","1","10","0.5","26","50","100","0.5","20","35","49","15","34"
"6","5","2","1","10","0.5","26","50","100","0.5","20","37","54","18","36"
"7","5","2","1","10","0.5","26","50","100","0.5","20","41","54","12","42"
"9","5","2","1","10","0.5","26","50","100","0.5","20","27","56","14","42"
"2","5","2","1","10","0.5","26","50","100","0.5","20","30","54","18","36"
"6","5","2","1","10","0.5","26","50","100","0.5","20","38","54","18","36"
"7","5","2","1","10","0.5","26","50","100","0.5","20","42","53","12","41"
"3","5","2","1","10","0.5","26","50","100","0.5","20","26","61","15","46"
"9","5","2","1","10","0.5","26","50","100","0.5","20","28","56","14","42"
"10","5","2","1","10","0.5","26","50","100","0.5","20","24","58","14","44"
"7","5","2","1","10","0.5","26","50","100","0.5","20","43","53","12","41"
"6","5","2","1","10","0.5","26","50","100","0.5","20","39","54","18","36"
"2","5","2","1","10","0.5","26","50","100","0.5","20","31","54","18","36"
"8","5","2","1","10","0.5","26","50","100","0.5","20","36","48","14","34"
"5","5","2","1","10","0.5","26","50","100","0.5","20","26","60","17","43"
"9","5","2","1","10","0.5","26","50","100","0.5","20","29","56","14","42"
"3","5","2","1","10","0.5","26","50","100","0.5","20","27","60","15","45"
"7","5","2","1","10","0.5","26","50","100","0.5","20","44","53","12","41"
"10","5","2","1","10","0.5","26","50","100","0.5","20","25","58","14","44"
"6","5","2","1","10","0.5","26","50","100","0.5","20","40","54","18","36"
"8","5","2","1","10","0.5","26","50","100","0.5","20","37","47","14","33"
"2","5","2","1","10","0.5","26","50","100","0.5","20","32","54","18","36"
"9","5","2","1","10","0.5","26","50","100","0.5","20","30","56","14","42"
"10","5","2","1","10","0.5","26","50","100","0.5","20","26","58","14","44"
"7","5","2","1","10","0.5","26","50","100","0.5","20","45","52","12","40"
"3","5","2","1","10","0.5","26","50","100","0.5","20","28","59","15","44"
"6","5","2","1","10","0.5","26","50","100","0.5","20","41","54","18","36"
"2","5","2","1","10","0.5","26","50","100","0.5","20","33","54","18","36"
"8","5","2","1","10","0.5","26","50","100","0.5","20","38","46","14","32"
"7","5","2","1","10","0.5","26","50","100","0.5","20","46","52","12","40"
"5","5","2","1","10","0.5","26","50","100","0.5","20","27","60","17","43"
"3","5","2","1","10","0.5","26","50","100","0.5","20","29","59","15","44"
"8","5","2","1","10","0.5","26","50","100","0.5","20","39","46","14","32"
"10","5","2","1","10","0.5","26","50","100","0.5","20","27","57","13","44"
"2","5","2","1","10","0.5","26","50","100","0.5","20","34","53","18","35"
"7","5","2","1","10","0.5","26","50","100","0.5","20","47","52","12","40"
"9","5","2","1","10","0.5","26","50","100","0.5","20","31","56","14","42"
"6","5","2","1","10","0.5","26","50","100","0.5","20","42","51","17","34"
"2","5","2","1","10","0.5","26","50","100","0.5","20","35","53","18","35"
"8","5","2","1","10","0.5","26","50","100","0.5","20","40","46","14","32"
"7","5","2","1","10","0.5","26","50","100","0.5","20","48","52","12","40"
"3","5","2","1","10","0.5","26","50","100","0.5","20","30","58","15","43"
"10","5","2","1","10","0.5","26","50","100","0.5","20","28","57","13","44"
"8","5","2","1","10","0.5","26","50","100","0.5","20","41","46","14","32"
"9","5","2","1","10","0.5","26","50","100","0.5","20","32","56","14","42"
"6","5","2","1","10","0.5","26","50","100","0.5","20","43","51","17","34"
"3","5","2","1","10","0.5","26","50","100","0.5","20","31","57","15","42"
"2","5","2","1","10","0.5","26","50","100","0.5","20","36","53","18","35"
"5","5","2","1","10","0.5","26","50","100","0.5","20","28","60","17","43"
"7","5","2","1","10","0.5","26","50","100","0.5","20","49","51","11","40"
"10","5","2","1","10","0.5","26","50","100","0.5","20","29","57","13","44"
"1","5","2","1","10","0.5","26","50","100","0.5","20","6","67","19","48"
"3","5","2","1","10","0.5","26","50","100","0.5","20","32","56","15","41"
"10","5","2","1","10","0.5","26","50","100","0.5","20","30","57","13","44"
"8","5","2","1","10","0.5","26","50","100","0.5","20","42","46","14","32"
"2","5","2","1","10","0.5","26","50","100","0.5","20","37","53","18","35"
"7","5","2","1","10","0.5","26","50","100","0.5","20","50","51","11","40"
"6","5","2","1","10","0.5","26","50","100","0.5","20","44","51","17","34"
"5","5","2","1","10","0.5","26","50","100","0.5","20","29","58","17","41"
"9","5","2","1","10","0.5","26","50","100","0.5","20","33","55","14","41"
"8","5","2","1","10","0.5","26","50","100","0.5","20","43","46","14","32"
"10","5","2","1","10","0.5","26","50","100","0.5","20","31","57","13","44"
"7","5","2","1","10","0.5","26","50","100","0.5","20","51","51","11","40"
"3","5","2","1","10","0.5","26","50","100","0.5","20","33","55","15","40"
"6","5","2","1","10","0.5","26","50","100","0.5","20","45","51","17","34"
"2","5","2","1","10","0.5","26","50","100","0.5","20","38","53","18","35"
"7","5","2","1","10","0.5","26","50","100","0.5","20","52","51","11","40"
"8","5","2","1","10","0.5","26","50","100","0.5","20","44","46","14","32"
"3","5","2","1","10","0.5","26","50","100","0.5","20","34","55","15","40"
"10","5","2","1","10","0.5","26","50","100","0.5","20","32","56","13","43"
"5","5","2","1","10","0.5","26","50","100","0.5","20","30","57","17","40"
"9","5","2","1","10","0.5","26","50","100","0.5","20","34","55","14","41"
"6","5","2","1","10","0.5","26","50","100","0.5","20","46","51","17","34"
"8","5","2","1","10","0.5","26","50","100","0.5","20","45","46","14","32"
"7","5","2","1","10","0.5","26","50","100","0.5","20","53","51","11","40"
"3","5","2","1","10","0.5","26","50","100","0.5","20","35","55","15","40"
"10","5","2","1","10","0.5","26","50","100","0.5","20","33","55","13","42"
"9","5","2","1","10","0.5","26","50","100","0.5","20","35","55","14","41"
"5","5","2","1","10","0.5","26","50","100","0.5","20","31","56","17","39"
"2","5","2","1","10","0.5","26","50","100","0.5","20","39","52","18","34"
"8","5","2","1","10","0.5","26","50","100","0.5","20","46","45","14","31"
"7","5","2","1","10","0.5","26","50","100","0.5","20","54","51","11","40"
"6","5","2","1","10","0.5","26","50","100","0.5","20","47","51","17","34"
"10","5","2","1","10","0.5","26","50","100","0.5","20","34","55","13","42"
"3","5","2","1","10","0.5","26","50","100","0.5","20","36","55","15","40"
"8","5","2","1","10","0.5","26","50","100","0.5","20","47","45","14","31"
"2","5","2","1","10","0.5","26","50","100","0.5","20","40","51","18","33"
"9","5","2","1","10","0.5","26","50","100","0.5","20","36","54","13","41"
"7","5","2","1","10","0.5","26","50","100","0.5","20","55","51","11","40"
"5","5","2","1","10","0.5","26","50","100","0.5","20","32","56","17","39"
"8","5","2","1","10","0.5","26","50","100","0.5","20","48","45","14","31"
"6","5","2","1","10","0.5","26","50","100","0.5","20","48","51","17","34"
"3","5","2","1","10","0.5","26","50","100","0.5","20","37","55","15","40"
"10","5","2","1","10","0.5","26","50","100","0.5","20","35","55","13","42"
"2","5","2","1","10","0.5","26","50","100","0.5","20","41","51","18","33"
"7","5","2","1","10","0.5","26","50","100","0.5","20","56","51","11","40"
"8","5","2","1","10","0.5","26","50","100","0.5","20","49","45","14","31"
"9","5","2","1","10","0.5","26","50","100","0.5","20","37","54","13","41"
"10","5","2","1","10","0.5","26","50","100","0.5","20","36","55","13","42"
"5","5","2","1","10","0.5","26","50","100","0.5","20","33","56","17","39"
"6","5","2","1","10","0.5","26","50","100","0.5","20","49","51","17","34"
"3","5","2","1","10","0.5","26","50","100","0.5","20","38","55","15","40"
"8","5","2","1","10","0.5","26","50","100","0.5","20","50","44","14","30"
"7","5","2","1","10","0.5","26","50","100","0.5","20","57","51","11","40"
